"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";15000;6,62;"A";21;"Miete";3;36
"nein";10000;6,03;"A";36;"Grundschuld";8;50
"nein";12800;6,62;"A";39;"Grundschuld";6;60
"nein";8000;13,49;"C";26;"Miete";12;71
"nein";7500;12,69;"B";23;"Eigentum";13;21
"nein";11200;12,42;"B";37;"Grundschuld";11;71
"nein";2975;7,9;"A";21;"Miete";6;49,8
"ja";5000;11,71;"B";29;"Grundschuld";7;64,8
"nein";9000;12,69;"B";25;"Grundschuld";0;90
"nein";5000;10,65;"B";28;"Eigentum";7;120
"nein";5000;8,9;"A";22;"Miete";2;44,004
"nein";4200;9,91;"B";23;"Miete";28;55
"nein";5100;7,9;"A";30;"Grundschuld";3;30
"nein";20000;7,9;"A";28;"Miete";2;54
"nein";30000;7,9;"A";34;"Grundschuld";10;84
"nein";12000;7,9;"A";43;"Miete";0;75
"nein";16000;6,03;"A";23;"Grundschuld";7;67,2
"nein";28250;16,77;"D";32;"Grundschuld";7;120
"nein";16000;6,62;"A";24;"Grundschuld";3;75
"nein";5000;6,03;"A";29;"Grundschuld";26;115
"nein";18950;15,96;"C";30;"Miete";7;60
"ja";12000;16,77;"D";27;"Grundschuld";0;44,004
"nein";1800;14,27;"C";22;"Miete";0;57
"nein";4200;12,69;"B";34;"Grundschuld";2;120
"nein";1500;19,03;"E";51;"Miete";2;64
"nein";4000;16,29;"D";24;"Miete";5;32,5
"nein";12000;6,03;"A";22;"Miete";8;47
"nein";10625;6,62;"A";29;"Grundschuld";0;40
"nein";10000;12,69;"B";23;"Grundschuld";5;43,2
"nein";5500;14,65;"C";24;"Miete";0;73,7
"nein";3500;13,49;"C";31;"Miete";4;79,5
"nein";5000;6,62;"A";21;"Grundschuld";16;40
"nein";6200;12,42;"B";22;"Miete";5;46,2
"nein";3000;7,9;"A";28;"Miete";0;39
"nein";6000;11,71;"B";26;"Miete";1;45
"nein";6000;11,71;"B";27;"Grundschuld";25;150,792
"ja";15000;14,27;"C";26;"Grundschuld";3;104
"nein";13800;13,49;"C";26;"Grundschuld";27;48
"nein";2400;11,71;"B";22;"Grundschuld";0;22
"nein";1400;14,27;"C";22;"Miete";1;33
"nein";12000;6,03;"A";22;"Grundschuld";9;58,608
"nein";4000;10,65;"B";31;"Miete";1;35
"nein";6000;11,71;"B";38;"Miete";6;45
"nein";7400;7,51;"A";34;"Grundschuld";3;31,075
"nein";12000;6,03;"A";24;"Grundschuld";20;76
"nein";14000;10,65;"B";27;"Miete";2;56
"nein";20000;7,9;"A";24;"Grundschuld";4;90
"nein";7000;18,64;"E";25;"Grundschuld";6;54
"nein";6000;7,51;"A";23;"Grundschuld";6;130,992
"nein";3600;13,49;"C";45;"Grundschuld";6;43
"nein";5000;11,71;"B";22;"Miete";2;35
"nein";6000;7,51;"A";28;"Miete";15;125,004
"nein";22800;12,69;"B";22;"Eigentum";2;43
"nein";32000;6,62;"A";30;"Eigentum";3;350
"nein";20000;7,51;"A";55;"Miete";2;50
"nein";14000;6,03;"A";24;"Miete";4;40
"ja";6000;13,49;"C";25;"Miete";0;45
"nein";14000;6,03;"A";41;"Miete";16;180
"nein";14000;6,03;"A";23;"Grundschuld";12;85
"nein";5000;10,65;"B";34;"Miete";0;41,6
"nein";4000;7,9;"A";24;"Grundschuld";4;60
"nein";5000;12,69;"B";27;"Miete";16;145
"nein";5000;10,65;"B";26;"Miete";5;43,68
"nein";12000;12,69;"B";54;"Grundschuld";1;154
"ja";3000;7,51;"A";32;"Grundschuld";18;37
"ja";5000;16,29;"D";23;"Miete";4;50,4
"nein";5150;6,62;"A";31;"Grundschuld";3;111
"ja";4800;10,65;"B";23;"Grundschuld";4;36
"nein";11875;10,65;"B";25;"Miete";6;50
"nein";1400;15,27;"C";27;"Miete";3;58
"nein";2400;6,03;"A";34;"Grundschuld";16;39,6
"ja";20000;15,27;"C";25;"Grundschuld";6;90
"nein";10000;12,69;"B";23;"Miete";1;157,5
"nein";12000;6,62;"A";32;"Miete";1;48,4
"nein";4800;14,65;"C";28;"Miete";2;14,4
"nein";12000;8,9;"A";24;"Miete";4;60
"nein";15000;7,9;"A";23;"Grundschuld";7;113,698
"nein";12000;6,62;"A";49;"Miete";11;88
"nein";5100;6,03;"A";31;"Eigentum";10;98
"ja";4800;14,27;"C";26;"Miete";2;48
"ja";10000;13,49;"C";31;"Miete";5;132,6
"nein";10000;6,62;"A";26;"Grundschuld";0;90
"nein";12000;7,51;"A";29;"Grundschuld";6;62
"nein";7000;9,91;"B";36;"Miete";16;45
"nein";24000;7,9;"A";26;"Miete";0;60
"nein";3000;7,9;"A";34;"Grundschuld";3;75
"nein";2000;14,65;"C";33;"Miete";9;46,8
"nein";4000;6,62;"A";25;"Miete";3;65
"nein";21200;9,91;"B";44;"Grundschuld";1;95
"nein";5600;6,62;"A";21;"Miete";20;55,692
"nein";28000;15,96;"C";28;"Grundschuld";3;72
"ja";30000;12,69;"B";22;"Miete";4;84
"nein";2400;14,27;"C";31;"Grundschuld";1;26
"nein";3500;11,71;"B";21;"Miete";0;33
"nein";28000;7,9;"A";25;"Grundschuld";15;128,6
"nein";7200;6,03;"A";29;"Miete";7;43,108
"nein";15000;6,62;"A";24;"Grundschuld";3;55
"nein";8000;7,9;"A";35;"Miete";3;26
"nein";2600;7,9;"A";25;"Miete";3;100
"nein";10000;6,03;"A";41;"Miete";1;121,2
"nein";9000;6,62;"A";26;"Grundschuld";5;84,191
"nein";9600;15,27;"C";28;"Grundschuld";13;84,5
"nein";7000;9,91;"B";24;"Miete";6;96
"nein";3350;7,9;"A";25;"Miete";8;36
"ja";9000;15,96;"C";31;"Grundschuld";4;78
"nein";14825;6,03;"A";49;"Grundschuld";2;72
"nein";6425;6,03;"A";27;"Grundschuld";5;113
"ja";9375;11,71;"B";22;"Miete";1;30
"nein";7500;6,03;"A";22;"Miete";24;55
"nein";15000;7,51;"A";33;"Grundschuld";4;65
"nein";7875;10,65;"B";24;"Grundschuld";4;55,68
"ja";4050;7,51;"A";31;"Grundschuld";17;75
"nein";1500;6,03;"A";34;"Grundschuld";6;60,1
"nein";5500;9,91;"B";24;"Miete";20;72
"nein";18000;9,91;"B";46;"Grundschuld";31;180
"nein";35000;8,9;"A";38;"Grundschuld";8;151
"nein";25000;7,51;"A";31;"Miete";18;65,8
"nein";10000;8,9;"A";26;"Eigentum";10;52
"nein";25000;12,69;"B";21;"Grundschuld";21;74
"nein";4200;7,51;"A";21;"Miete";0;40
"nein";30000;11,71;"B";31;"Grundschuld";5;140
"nein";23450;7,9;"A";28;"Grundschuld";5;95
"nein";10000;10,65;"B";23;"Miete";40;96
"nein";26000;14,27;"C";45;"Miete";0;85
"nein";7125;7,51;"A";22;"Grundschuld";21;99,6
"nein";3600;16,77;"D";22;"Miete";1;105
"nein";5000;9,91;"B";27;"Eigentum";3;37
"nein";5000;7,51;"A";26;"Eigentum";19;54,08
"nein";24000;7,9;"A";35;"Grundschuld";3;153,66
"nein";11325;7,51;"A";32;"Grundschuld";43;46,7
"nein";9150;6,03;"A";43;"Grundschuld";4;122,5
"nein";28000;7,9;"A";40;"Grundschuld";8;250
"nein";15000;7,51;"A";28;"Miete";13;65
"nein";5200;6,62;"A";22;"Grundschuld";11;49,536
"nein";3500;15,27;"C";23;"Eigentum";9;32
"nein";4500;6,62;"A";35;"Miete";8;39
"ja";12000;8,9;"A";34;"Miete";2;30
"nein";7000;7,9;"A";23;"Miete";2;33
"nein";1200;16,29;"D";31;"Miete";6;42
"nein";12250;6,62;"A";29;"Grundschuld";7;52,833
"nein";7200;11,71;"B";22;"Grundschuld";4;51,8
"nein";2000;16,29;"D";31;"Eigentum";14;24
"nein";4000;6,03;"A";23;"Grundschuld";5;51
"nein";10000;12,42;"B";25;"Miete";11;90
"nein";6500;6,03;"A";27;"Grundschuld";7;72
"nein";8650;7,51;"A";25;"Grundschuld";4;60
"nein";25000;7,9;"A";23;"Miete";3;67
"nein";10000;6,03;"A";32;"Grundschuld";4;35
"nein";8000;9,91;"B";30;"Grundschuld";19;70
"nein";9050;6,62;"A";24;"Grundschuld";2;45
"nein";16000;12,69;"B";29;"Miete";14;200
"nein";20000;12,42;"B";29;"Grundschuld";7;120
"nein";5300;12,69;"B";26;"Grundschuld";0;105
"nein";8400;11,71;"B";33;"Miete";2;41
"nein";1200;12,69;"B";26;"Grundschuld";12;74
"ja";14400;11,71;"B";25;"Miete";8;125
"nein";7000;6,62;"A";22;"Miete";9;32,34
"nein";7200;6,62;"A";26;"Grundschuld";7;78
"nein";8800;6,62;"A";22;"Miete";7;48
"nein";10800;7,51;"A";25;"Grundschuld";32;53
"ja";25500;17,27;"D";35;"Grundschuld";2;75
"nein";5600;13,49;"C";29;"Miete";5;34,444
"ja";7000;14,65;"C";40;"Grundschuld";6;58
"nein";12500;10,65;"B";23;"Miete";5;31
"nein";9000;6,03;"A";31;"Grundschuld";4;190
"nein";1000;13,49;"C";27;"Miete";4;75
"nein";15000;6,03;"A";25;"Grundschuld";9;182,952
"nein";2500;12,69;"B";24;"Eigentum";4;12
"nein";12000;6,62;"A";23;"Miete";1;80
"nein";35000;16,77;"D";34;"Grundschuld";3;395
"nein";8400;11,71;"B";34;"Grundschuld";7;48
"nein";5000;12,69;"B";23;"Grundschuld";4;24,996
"nein";4800;10,65;"B";25;"Grundschuld";14;72
"nein";10500;7,51;"A";23;"Grundschuld";8;48
"nein";5000;11,71;"B";22;"Miete";3;111,46
"ja";5000;14,65;"C";22;"Grundschuld";1;24
"nein";6500;9,91;"B";34;"Miete";1;38,4
"nein";20000;18,64;"E";64;"Miete";8;105
"nein";20000;14,27;"C";33;"Grundschuld";3;201
"nein";7000;7,9;"A";23;"Grundschuld";3;65
"nein";13750;11,71;"B";24;"Grundschuld";3;47,5
"nein";5000;15,96;"C";23;"Miete";24;90
"nein";4000;9,91;"B";28;"Grundschuld";9;69
"nein";17000;6,03;"A";24;"Grundschuld";5;61,147
"nein";12000;6,03;"A";37;"Grundschuld";5;36
"ja";9600;14,27;"C";21;"Miete";4;24
"nein";12000;9,91;"B";22;"Miete";5;33,6
"nein";12000;6,62;"A";40;"Grundschuld";6;55
"nein";2000;7,9;"A";32;"Grundschuld";3;61
"nein";8000;6,03;"A";26;"Grundschuld";5;41
"nein";26000;15,96;"C";30;"Grundschuld";1;78
"nein";5000;6,62;"A";36;"Miete";18;58
"nein";9600;10,65;"B";27;"Miete";7;60
"nein";5000;6,03;"A";22;"Grundschuld";18;41,784
"nein";30000;17,58;"D";35;"Grundschuld";23;78,252
"nein";15000;6,03;"A";23;"Grundschuld";2;117,696
"nein";10200;7,9;"A";26;"Grundschuld";3;132
"nein";6350;7,51;"A";33;"Grundschuld";7;35,36
"nein";13000;7,9;"A";26;"Miete";9;110,4
"nein";4000;10,65;"B";28;"Miete";7;30,996
"nein";1500;11,71;"B";33;"Miete";2;48
"nein";28000;9,91;"B";22;"Miete";10;88
"ja";4000;14,65;"C";37;"Miete";11;45
"nein";20000;10,65;"B";28;"Grundschuld";23;132,65
"nein";6350;7,51;"A";37;"Grundschuld";2;61,26
"nein";20000;12,69;"B";27;"Miete";9;100
"nein";9100;12,42;"B";22;"Grundschuld";5;81
"nein";9200;12,42;"B";24;"Eigentum";2;41,1
"nein";17000;11,71;"B";49;"Miete";4;70
"nein";15000;12,42;"B";23;"Miete";13;77
"nein";17000;7,9;"A";42;"Miete";6;75
"nein";2000;6,62;"A";43;"Miete";2;85
"nein";8400;6,03;"A";37;"Grundschuld";15;50
"nein";2000;12,42;"B";28;"Miete";7;30,225
"nein";6000;13,49;"C";25;"Grundschuld";0;24
"nein";2675;9,91;"B";26;"Miete";2;18,144
"nein";10000;10,65;"B";23;"Grundschuld";8;48
"nein";3400;7,51;"A";23;"Miete";0;24,2904
"nein";4000;7,51;"A";34;"Miete";2;30
"nein";2000;9,91;"B";27;"Miete";2;60
"nein";12000;14,27;"C";26;"Grundschuld";0;85
"nein";22800;17,27;"D";24;"Grundschuld";5;50
"nein";11300;9,91;"B";28;"Grundschuld";0;31
"nein";5600;6,03;"A";24;"Miete";21;56
"nein";15000;12,42;"B";21;"Miete";4;65
"ja";7075;17,58;"D";33;"Eigentum";3;62,91
"nein";3700;7,9;"A";28;"Miete";3;94
"nein";2000;8,9;"A";43;"Miete";0;69
"ja";10000;6,62;"A";25;"Miete";4;40
"nein";7000;8,9;"A";26;"Miete";3;67,55
"nein";4000;9,91;"B";32;"Miete";16;82,35
"nein";3600;6,03;"A";23;"Miete";2;45
"nein";7200;6,03;"A";33;"Eigentum";11;10,08
"nein";4000;6,03;"A";30;"Grundschuld";1;54
"nein";30000;11,71;"B";34;"Miete";29;61,2
"nein";20000;7,9;"A";28;"Grundschuld";14;60
"nein";10200;11,71;"B";22;"Miete";14;90
"nein";10000;6,03;"A";23;"Grundschuld";9;51
"nein";35000;8,9;"A";23;"Eigentum";27;90
"nein";8600;7,51;"A";27;"Miete";2;30
"nein";9000;6,03;"A";25;"Grundschuld";4;50
"nein";21600;12,42;"B";29;"Grundschuld";6;88,055
"nein";14400;11,71;"B";27;"Grundschuld";8;88
"nein";21000;11,71;"B";25;"Grundschuld";0;108
"nein";11000;8,9;"A";26;"Miete";9;27
"nein";10000;6,62;"A";27;"Eigentum";2;72
"nein";5950;13,49;"C";22;"Grundschuld";2;57
"ja";25000;13,49;"C";23;"Grundschuld";5;73,476
"nein";5000;6,62;"A";24;"Grundschuld";0;45
"nein";4300;7,9;"A";24;"Grundschuld";13;90
"nein";10625;6,03;"A";26;"Grundschuld";21;73
"nein";10700;6,03;"A";23;"Miete";4;32
"nein";11800;7,51;"A";36;"Grundschuld";2;175
"nein";7000;6,03;"A";25;"Grundschuld";6;44
"nein";5000;8,9;"A";24;"Grundschuld";4;195
"nein";4000;12,69;"B";22;"Miete";1;40
"nein";6000;10,65;"B";27;"Miete";1;45
"nein";7700;11,71;"B";41;"Grundschuld";3;46
"nein";7000;6,03;"A";21;"Grundschuld";5;70
"nein";12025;14,27;"C";63;"Miete";13;1782
"nein";5600;6,62;"A";28;"Grundschuld";2;70
"ja";20000;16,77;"D";22;"Miete";5;53
"nein";5000;6,62;"A";24;"Grundschuld";0;78
"nein";10700;14,27;"C";38;"Grundschuld";5;117
"nein";14600;6,03;"A";23;"Miete";3;30
"nein";7200;7,9;"A";32;"Grundschuld";0;115
"nein";3300;7,51;"A";24;"Grundschuld";22;65
"ja";6250;7,51;"A";22;"Grundschuld";15;38,484
"nein";6000;10,65;"B";25;"Eigentum";0;48
"nein";12000;6,03;"A";24;"Grundschuld";16;99
"nein";6800;6,03;"A";25;"Grundschuld";15;45
"nein";14400;8,9;"A";29;"Grundschuld";12;218
"ja";5000;15,27;"C";24;"Miete";6;80
"nein";5000;6,03;"A";23;"Grundschuld";6;75
"nein";8000;16,77;"D";27;"Miete";4;56,4
"nein";6500;6,03;"A";25;"Grundschuld";0;73
"nein";5000;6,03;"A";26;"Miete";3;32
"nein";12000;11,71;"B";21;"Miete";0;65
"ja";4000;7,51;"A";28;"Miete";6;110
"nein";2000;6,03;"A";22;"Grundschuld";3;62
"ja";1200;9,91;"B";26;"Miete";0;34
"nein";6200;8,9;"A";24;"Miete";0;65
"nein";3000;8,9;"A";22;"Miete";4;75
"nein";18000;7,9;"A";21;"Miete";6;80
"nein";2000;7,9;"A";44;"Miete";16;65
"nein";10000;6,62;"A";25;"Grundschuld";5;120
"nein";4800;11,71;"B";25;"Miete";13;38
"nein";15000;7,9;"A";27;"Miete";5;37,44
"nein";5000;7,51;"A";28;"Miete";1;25
"nein";2000;13,49;"C";24;"Miete";2;19,2
"nein";14000;12,42;"B";27;"Grundschuld";4;72
"ja";12625;7,9;"A";29;"Grundschuld";1;55
"nein";5000;12,69;"B";22;"Miete";11;43,2
"nein";10000;11,71;"B";28;"Miete";14;74
"nein";18000;7,9;"A";26;"Grundschuld";2;130
"nein";10000;9,91;"B";23;"Grundschuld";14;120
"nein";4000;10,65;"B";27;"Miete";2;20
"nein";22000;12,69;"B";26;"Miete";26;82,6
"ja";3000;15,96;"C";27;"Grundschuld";20;58
"nein";14400;13,49;"C";22;"Miete";0;48
"nein";3800;7,9;"A";23;"Miete";24;26,4
"ja";2000;7,9;"A";29;"Miete";4;20,4
"ja";10000;20,89;"F";30;"Miete";4;45,6
"nein";10000;12,69;"B";31;"Miete";1;50
"nein";12000;12,42;"B";22;"Miete";16;90
"ja";16450;10,65;"B";33;"Eigentum";0;38,4
"nein";8500;7,51;"A";24;"Grundschuld";3;78
"nein";29800;10,65;"B";23;"Eigentum";7;62,352
"nein";10000;7,9;"A";23;"Grundschuld";1;62
"nein";8000;6,03;"A";25;"Miete";1;76,46
"nein";7500;7,9;"A";30;"Grundschuld";6;45
"nein";2500;6,03;"A";25;"Grundschuld";1;34
"nein";5000;12,69;"B";33;"Eigentum";5;112,732
"nein";3000;13,49;"C";27;"Miete";14;60
"nein";5000;6,03;"A";22;"Grundschuld";14;62
"nein";30000;11,71;"B";26;"Grundschuld";12;200,1
"nein";4000;10,65;"B";23;"Grundschuld";8;120
"nein";12000;9,91;"B";25;"Miete";3;100
"nein";1800;12,42;"B";26;"Grundschuld";25;57,6
"nein";7400;6,03;"A";28;"Miete";0;140
"nein";2000;10,65;"B";31;"Miete";11;48
"nein";5825;14,27;"C";26;"Miete";5;26
"nein";8400;7,9;"A";24;"Miete";1;45
"nein";16000;13,49;"C";39;"Grundschuld";1;68
"nein";16500;7,9;"A";38;"Miete";4;47
"nein";35000;17,58;"D";25;"Grundschuld";0;116
"nein";8000;13,49;"C";27;"Miete";2;75
"nein";12150;6,62;"A";37;"Eigentum";8;32
"nein";7200;7,51;"A";29;"Eigentum";3;24
"nein";5500;13,49;"C";25;"Grundschuld";7;85
"nein";7450;11,71;"B";33;"Grundschuld";0;114,996
"nein";5000;13,49;"C";21;"Miete";2;26,4
"nein";14000;12,69;"B";23;"Miete";0;95
"nein";11200;16,77;"D";21;"Miete";5;42
"nein";2400;10,65;"B";27;"Miete";2;18
"nein";5000;7,51;"A";33;"Grundschuld";2;43,2
"nein";12375;9,91;"B";23;"Grundschuld";8;55
"nein";6000;15,27;"C";23;"Eigentum";2;21
"nein";15875;7,9;"A";31;"Grundschuld";20;53
"nein";20000;8,9;"A";31;"Grundschuld";13;80
"ja";4750;15,27;"C";27;"Grundschuld";7;55,5
"nein";7000;20,89;"F";25;"Miete";1;60
"nein";11200;6,62;"A";22;"Miete";6;61,2
"nein";1750;10,65;"B";22;"Grundschuld";2;78
"ja";4500;14,65;"C";25;"Grundschuld";4;75
"nein";3600;16,77;"D";23;"Miete";4;54,804
"ja";3000;19,03;"E";37;"Miete";3;24
"nein";15000;15,96;"C";26;"Grundschuld";29;95
"nein";6000;6,62;"A";24;"Miete";3;40
"nein";6000;8,9;"A";23;"Grundschuld";20;60
"nein";10825;10,65;"B";44;"Miete";4;35
"nein";8500;7,9;"A";24;"Miete";1;24
"nein";2000;12,42;"B";25;"Miete";0;30
"ja";1000;6,62;"A";23;"Grundschuld";4;30
"nein";13000;6,03;"A";23;"Grundschuld";1;94
"nein";2000;10,65;"B";30;"Miete";0;69,996
"nein";10000;6,62;"A";25;"Miete";3;100
"nein";15000;6,62;"A";22;"Eigentum";3;30
"nein";5600;15,96;"C";26;"Miete";10;41
"nein";4500;6,62;"A";29;"Miete";4;70
"nein";11425;7,51;"A";27;"Miete";7;52,5
"nein";7000;8,9;"A";28;"Grundschuld";4;100
"nein";10000;14,65;"C";29;"Grundschuld";17;97
"nein";7000;9,91;"B";28;"Grundschuld";17;53,796
"nein";4200;8,9;"A";25;"Miete";4;31,2
"nein";22000;10,65;"B";23;"Grundschuld";7;80
"ja";8500;15,96;"C";22;"Grundschuld";1;78
"nein";4375;6,62;"A";23;"Grundschuld";8;30
"nein";7200;10,65;"B";38;"Miete";5;24
"ja";1000;15,27;"C";22;"Grundschuld";15;32,352
"nein";1400;6,03;"A";23;"Grundschuld";2;30
"nein";15000;17,58;"D";27;"Grundschuld";14;204
"ja";13600;12,42;"B";30;"Grundschuld";48;91
"nein";4000;19,03;"E";25;"Miete";6;19,2
"nein";16425;7,9;"A";28;"Grundschuld";18;79,536
"nein";15000;15,96;"C";23;"Grundschuld";17;59,8
"ja";7000;16,29;"D";32;"Miete";3;120
"nein";10000;7,51;"A";32;"Grundschuld";6;30
"nein";4000;6,62;"A";24;"Miete";12;47,088
"nein";9800;6,62;"A";31;"Grundschuld";6;72
"nein";2500;16,29;"D";21;"Miete";2;22,2
"nein";7200;12,69;"B";25;"Miete";3;52
"nein";4000;9,91;"B";23;"Miete";6;51,6
"nein";13250;7,9;"A";22;"Eigentum";0;60
"nein";6000;8,9;"A";22;"Grundschuld";5;53,808
"nein";10000;9,91;"B";24;"Grundschuld";6;40
"nein";7500;7,51;"A";37;"Miete";0;95
"nein";9600;16,29;"D";33;"Miete";5;48
"nein";2800;6,03;"A";26;"Grundschuld";3;53
"nein";35000;15,96;"C";26;"Grundschuld";8;150
"nein";5200;6,62;"A";39;"Miete";2;40
"nein";12800;6,62;"A";35;"Grundschuld";3;72
"nein";1700;16,77;"D";23;"Grundschuld";4;67,836
"nein";8000;7,51;"A";28;"Grundschuld";19;51
"nein";10300;9,91;"B";26;"Miete";12;165
"nein";20000;7,9;"A";23;"Miete";4;80
"nein";6125;14,65;"C";40;"Eigentum";25;66
"nein";5000;6,03;"A";24;"Grundschuld";0;110
"nein";5000;14,27;"C";23;"Eigentum";10;115
"nein";5000;12,69;"B";24;"Miete";11;108
"nein";6000;6,03;"A";23;"Miete";1;75
"nein";5000;7,9;"A";21;"Grundschuld";9;52
"nein";8000;6,03;"A";25;"Grundschuld";7;38,496
"nein";2100;6,62;"A";22;"Grundschuld";6;61
"nein";1300;9,91;"B";33;"Miete";0;34,4
"nein";25000;10,65;"B";33;"Grundschuld";13;75
"nein";12800;9,91;"B";32;"Grundschuld";12;262
"nein";2500;6,62;"A";22;"Grundschuld";12;74
"nein";24000;6,62;"A";40;"Grundschuld";18;150
"nein";4800;11,71;"B";27;"Miete";4;40
"nein";30000;7,9;"A";51;"Grundschuld";2;120
"nein";16000;7,9;"A";50;"Miete";1;50
"nein";4000;7,51;"A";23;"Grundschuld";41;40
"nein";1500;13,49;"C";22;"Grundschuld";3;34,8
"nein";2000;14,27;"C";22;"Grundschuld";1;37
"nein";3000;15,27;"C";24;"Miete";5;18
"nein";18000;11,71;"B";31;"Grundschuld";5;95
"nein";6000;12,42;"B";43;"Miete";5;72
"nein";10000;6,62;"A";36;"Miete";3;66
"nein";14000;6,03;"A";38;"Grundschuld";6;104,8
"nein";6000;8,9;"A";27;"Grundschuld";12;51,6
"nein";14000;6,03;"A";26;"Miete";0;90
"nein";4300;7,9;"A";34;"Grundschuld";4;30
"nein";12000;6,03;"A";21;"Eigentum";6;90
"nein";8800;8,9;"A";22;"Miete";3;60
"nein";4000;14,65;"C";32;"Eigentum";2;38
"nein";5000;7,9;"A";24;"Miete";2;64,6
"ja";12000;16,29;"D";31;"Grundschuld";2;133
"nein";30000;12,69;"B";50;"Grundschuld";11;900
"nein";30000;6,62;"A";34;"Grundschuld";11;286
"ja";15600;17,27;"D";49;"Grundschuld";21;87
"nein";30000;7,9;"A";22;"Grundschuld";9;125,004
"nein";6825;8,9;"A";44;"Grundschuld";4;38,4
"nein";5000;6,03;"A";27;"Grundschuld";4;45
"nein";21000;12,42;"B";23;"Grundschuld";24;90
"nein";12000;6,62;"A";26;"Grundschuld";12;85
"nein";1000;7,9;"A";46;"Miete";1;35
"nein";30000;9,91;"B";32;"Grundschuld";2;750
"nein";4000;8,9;"A";23;"Miete";0;28
"nein";20000;13,49;"C";27;"Miete";0;75
"nein";4500;13,49;"C";30;"Miete";6;36
"nein";8000;7,9;"A";31;"Miete";1;40
"nein";2000;7,9;"A";23;"Grundschuld";5;80
"nein";11325;12,69;"B";25;"Miete";7;36
"nein";2500;14,65;"C";31;"Grundschuld";9;62
"nein";35000;18,64;"E";33;"Miete";0;150
"nein";6000;15,96;"C";30;"Miete";4;61,4
"nein";5000;8,9;"A";23;"Grundschuld";3;120
"nein";7200;6,62;"A";30;"Grundschuld";2;182,004
"ja";8000;15,27;"C";39;"Miete";1;128
"ja";10000;11,71;"B";31;"Miete";4;48
"nein";6000;12,42;"B";25;"Grundschuld";17;180
"nein";7400;12,69;"B";27;"Grundschuld";7;80
"nein";5600;16,77;"D";25;"Miete";22;40,8
"ja";9750;14,27;"C";25;"Grundschuld";6;82,248
"nein";7200;6,62;"A";34;"Eigentum";6;74,004
"ja";3600;6,62;"A";24;"Miete";1;24
"nein";6000;10,65;"B";24;"Grundschuld";6;43
"nein";8000;12,69;"B";24;"Miete";3;65
"nein";11100;6,03;"A";31;"Miete";5;75
"nein";8000;6,03;"A";24;"Miete";13;35
"nein";10000;11,71;"B";32;"Miete";4;66
"nein";4800;12,42;"B";25;"Grundschuld";5;39,6
"ja";7200;11,71;"B";22;"Miete";0;14,4
"nein";2000;15,27;"C";24;"Grundschuld";4;80
"nein";6000;6,03;"A";31;"Miete";2;80
"nein";3000;7,51;"A";27;"Grundschuld";11;57
"nein";5000;8,9;"A";24;"Grundschuld";5;96
"nein";16000;8,9;"A";31;"Grundschuld";4;50
"nein";9000;7,9;"A";24;"Miete";0;133,8
"nein";10000;14,65;"C";33;"Grundschuld";0;350
"nein";2100;6,99;"A";32;"Grundschuld";8;45
"nein";1500;13,49;"C";26;"Miete";2;25,2
"nein";33000;20,3;"E";32;"Grundschuld";13;220
"nein";12475;6,62;"A";48;"Grundschuld";5;66
"nein";3200;7,51;"A";37;"Grundschuld";0;50
"nein";28000;11,71;"B";34;"Grundschuld";22;62
"nein";1200;6,03;"A";23;"Grundschuld";6;60
"nein";9600;7,9;"A";25;"Miete";20;60
"nein";7500;8,9;"A";23;"Grundschuld";5;109
"nein";7500;6,03;"A";26;"Grundschuld";0;138
"nein";6000;15,99;"D";22;"Grundschuld";6;20,4
"nein";7350;11,99;"B";34;"Grundschuld";6;220
"ja";32000;15,23;"C";33;"Grundschuld";7;60
"nein";1500;15,23;"C";24;"Miete";2;36
"nein";8000;5,42;"A";25;"Grundschuld";5;50
"nein";35000;10,59;"B";30;"Eigentum";18;300
"ja";6000;5,42;"A";25;"Grundschuld";0;52,8
"nein";20000;17,49;"D";22;"Miete";1;57,0128
"nein";8000;17,49;"D";36;"Miete";4;50
"nein";4000;10,59;"B";22;"Miete";5;38,4
"nein";10000;15,62;"D";23;"Miete";6;48
"nein";7200;11,49;"B";22;"Grundschuld";3;95
"nein";10000;9,99;"B";28;"Miete";5;125
"nein";3000;15,99;"D";23;"Miete";1;18
"nein";8000;11,49;"B";32;"Grundschuld";12;101
"nein";21400;15,23;"C";32;"Grundschuld";18;90
"nein";5500;5,42;"A";31;"Grundschuld";21;240
"nein";15000;8,49;"A";26;"Miete";11;80
"nein";6925;15,99;"D";26;"Miete";13;40
"nein";3000;5,99;"A";23;"Miete";0;52
"nein";5000;8,49;"A";38;"Miete";2;90
"nein";10000;8,49;"A";31;"Miete";2;100
"nein";5500;7,49;"A";35;"Grundschuld";8;57
"nein";6000;9,99;"B";23;"Miete";0;78
"nein";6800;10,59;"B";22;"Miete";1;29,12
"nein";6000;5,42;"A";38;"Grundschuld";2;89
"nein";4800;6,99;"A";24;"Miete";5;30
"nein";6000;5,99;"A";31;"Grundschuld";7;50
"nein";10500;9,99;"B";22;"Grundschuld";6;63,4
"nein";8000;7,49;"A";28;"Grundschuld";14;45
"nein";2000;16,89;"D";31;"Miete";0;130
"nein";3850;9,99;"B";40;"Miete";3;13,273
"nein";12000;10,99;"B";28;"Grundschuld";16;78
"ja";5000;11,49;"B";32;"Miete";0;37
