"";"Name";"ISIN Code";"Sektor";"Jahr";"Index";"fkq";"lfk";"kfk";"uw";"lngroesse";"sach";"ebit";"ndts";"steuer";"beta";"BIP";"ZS";"INFL";"MP"
"1194";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2010;"SDAX";0,4908;0,3364;0,1544;0,2626;13,79;0,2519;0,1073;0,0432;0,2424;0,96;3,95;1,93;1,1;0,1606
"1195";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2011;"SDAX";0,4187;0,311;0,1077;0,137;13,92;0,2366;0,1094;0,0383;0,2904;0,88;3,72;1,22;2,1;-0,1511
"1196";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2012;"SDAX";0,4195;0,3154;0,1041;5e-04;13,92;0,237;0,1026;0,0438;0,276;0,61;0,69;0,93;2;0,2566
"1197";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2013;"SDAX";0,3349;0,2586;0,0763;0,0814;13,99;0,2306;0,0976;0,0377;0,2617;0,55;0,59;1,35;1,5;0,2331
"1198";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2014;"SDAX";0,3543;0,282;0,0723;0,0506;14,04;0,2351;0,0916;0,0353;0,2795;0,71;1,6;0,95;0,9;0,0516
"1199";"INDUS HOLDING (XET)";NA;"Divers. Industrials";2015;"SDAX";0,3448;0,266;0,0788;0,106;14,14;0,2363;0,0894;0,0354;0,3238;0,72;1,48;0,52;0,3;0,0986
"1200";"KLOECKNER & CO (XET)";"DE000KC01000";"Iron & Steel";2005;NA;0,3475;0,2628;0,0847;0,0304;15,42;0,245;0,0979;0,0267;0,1325;NA;0,88;1,17;1,6;0,253
"1201";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2006;"SDAX";0,1906;0,1649;0,0256;0,1146;15,53;0,1984;0,1327;0,0229;0,1147;NA;3,87;0,68;1,5;0,1916
"1202";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2007;"MDAX";0,302;0,2772;0,0248;0,1341;15,65;0,1644;0,104;0,0217;0,1757;1,78;3,38;-0,06;2,3;0,2236
"1203";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2008;"MDAX";0,2843;0,2685;0,0159;0,0758;15,72;0,1583;0,1757;0,0222;0,149;1,37;0,82;-0,65;2,6;-0,4072
"1204";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2009;"MDAX";0,2509;0,2314;0,0195;-0,428;15,17;0,1593;-0,0664;0,0254;0,3049;2,01;-5,57;1,99;0,3;0,1979
"1205";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2010;"MDAX";0,3089;0,2974;0,0115;0,3465;15,46;0,1527;0,0447;0,0246;0,0269;1,65;3,95;1,93;1,1;0,1606
"1206";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2011;"MDAX";0,31;0,2291;0,0809;0,365;15,77;0,1372;0,0259;0,0219;0,1372;1,34;3,72;1,22;2,1;-0,1511
"1207";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2012;"MDAX";0,263;0,2347;0,0283;0,0412;15,82;0,1556;-0,0228;0,028;0;1,23;0,69;0,93;2;0,2566
"1208";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2013;"MDAX";0,2539;0,2026;0,0513;-0,1368;15,67;0,1586;-0,0029;0,0363;0;0,93;0,59;1,35;1,5;0,2331
"1209";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2014;"MDAX";0,2158;0,1443;0,0715;0,0198;15,69;0,1741;0,0257;0,0255;0,1791;1,12;1,6;0,95;0,9;0,0516
"1210";"KLOECKNER & CO (XET)";NA;"Iron & Steel";2015;"MDAX";0,1926;0,1191;0,0735;-0,0093;15,68;0,2404;-0,1259;0,0339;0,1415;0,37;1,48;0,52;0,3;0,0986
"1211";"KOENIG & BAUER (XET)";"DE0007193500";"Industrial Machinery";2005;"SDAX";0,1641;0,0269;0,1372;0,1391;14,3;0,1896;0,0303;0,0309;0,18;0,47;0,88;1,17;1,6;0,253
"1212";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2006;"SDAX";0,112;0,03;0,082;0,0746;14,37;0,1942;0,045;0,0313;0,2191;0,59;3,87;0,68;1,5;0,1916
"1213";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2007;"SDAX";0,1157;0,0226;0,0931;-0,0219;14,35;0,1936;0,0571;0,0299;0,1866;0,69;3,38;-0,06;2,3;0,2236
"1214";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2008;"SDAX";0,115;0,0245;0,0905;-0,1008;14,24;0,1972;-0,0629;0,0345;0;0,62;0,82;-0,65;2,6;-0,4072
"1215";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2009;"SDAX";0,1012;0,0199;0,0813;-0,3143;13,86;0,2281;0,0094;0,0292;0;0,56;-5,57;1,99;0,3;0,1979
"1216";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2010;"SDAX";0,0879;0,0132;0,0747;0,1225;13,98;0,2155;0,0177;0,027;0,14;0,7;3,95;1,93;1,1;0,1606
"1217";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2011;"SDAX";0,1038;0,0177;0,0861;-0,0101;13,97;0,2115;0,0068;0,0302;0,3625;0,15;3,72;1,22;2,1;-0,1511
"1218";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2012;"SDAX";0,0453;0,0131;0,0323;0,1086;14,07;0,1939;0,0091;0,0572;0,3689;0,77;0,69;0,93;2;0,2566
"1219";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2013;"SDAX";0,04;0,0131;0,0269;-0,1501;13,91;0,176;-0,1238;0,0282;0;0,24;0,59;1,35;1,5;0,2331
"1220";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2014;NA;0,0331;0,0086;0,0245;4e-04;13,91;0,1949;0,0111;0,0297;0,4771;0,61;1,6;0,95;0,9;0,0516
"1221";"KOENIG & BAUER (XET)";NA;"Industrial Machinery";2015;"SDAX";0,0303;0,0094;0,0209;-0,0682;13,84;0,1973;0,0373;0,0308;0,0793;0,23;1,48;0,52;0,3;0,0986
"1222";"KWS SAAT (XET)";"DE0007074007";"Farm Fish Plantation";2005;NA;0,0516;0,014;0,0376;0,1163;13,11;0,2538;0,0976;0,029;0,3042;0,17;0,88;1,17;1,6;0,253
"1223";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2006;"SDAX";0,0202;0,0114;0,0088;0,0194;13,13;0,2567;0,0839;0,0291;0,3345;0,2;3,87;0,68;1,5;0,1916
"1224";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2007;"SDAX";0,0141;0,0065;0,0076;0,0653;13,2;0,2492;0,1009;0,0267;0,3285;0,85;3,38;-0,06;2,3;0,2236
"1225";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2008;"SDAX";0,0099;0,004;0,0059;0,1137;13,3;0,2401;0,1179;0,0255;0,2699;1,12;0,82;-0,65;2,6;-0,4072
"1226";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2009;"SDAX";0,0117;0,0026;0,0091;0,1971;13,48;0,2446;0,1059;0,0265;0,3202;0,31;-5,57;1,99;0,3;0,1979
"1227";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2010;"SDAX";0,0388;0,0259;0,0129;0,0516;13,53;0,2653;0,097;0,0265;0,3225;0,28;3,95;1,93;1,1;0,1606
"1228";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2011;"SDAX";0,0385;0,0223;0,0163;0,1342;13,66;0,2593;0,1313;0,0288;0,3205;0,37;3,72;1,22;2,1;-0,1511
"1229";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2012;"SDAX";0,0705;0,0216;0,0489;0,1531;13,8;0,2452;0,1306;0,0266;0,2967;0,33;0,69;0,93;2;0,2566
"1230";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2013;"SDAX";0,112;0,0837;0,0283;0,1632;13,95;0,2445;0,1296;0,0327;0,3221;0,31;0,59;1,35;1,5;0,2331
"1231";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2014;"SDAX";0,1376;0,0936;0,0439;0,0268;13,98;0,265;0,1155;0,0377;0,3249;0,43;1,6;0,95;0,9;0,0516
"1232";"KWS SAAT (XET)";NA;"Farm Fish Plantation";2015;"SDAX";0,1767;0,1397;0,037;-0,163;13,8;0,2704;0,1075;0,0323;0,3294;0,1;1,48;0,52;0,3;0,0986
"1233";"PATRIZIA IMMOBILIEN(XET)";"DE000PAT1AG3";"Real Estate Hold, Dev";2005;"SDAX";0,6737;0,0127;0,6611;0,8621;9,72;0,0132;0,1166;0,004;0,1304;NA;0,88;1,17;1,6;0,253
"1234";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2006;"MDAX";0,3363;0;0,3363;13,459;12,39;0,0039;0,1445;0,0016;0,2745;NA;3,87;0,68;1,5;0,1916
"1235";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2007;"SDAX";0,768;0;0,768;-0,1691;12,21;0,4466;0,0745;5e-04;0,1236;1,21;3,38;-0,06;2,3;0,2236
"1236";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2008;"SDAX";0,7657;0;0,7657;0,2701;12,45;0,4437;0,0263;6e-04;0,0433;1,31;0,82;-0,65;2,6;-0,4072
"1237";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2009;"SDAX";0,7503;0;0,7503;0,0184;12,47;0,462;0,0164;6e-04;0,0657;1,19;-5,57;1,99;0,3;0,1979
"1238";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2010;"SDAX";0,6928;0;0,6928;0,3294;12,75;0,5079;0,0307;7e-04;0,1419;1,17;3,95;1,93;1,1;0,1606
"1239";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2011;"SDAX";0,629;0,3789;0,2501;-0,1701;12,57;0,4854;0,0394;0,0032;0,1475;1,06;3,72;1,22;2,1;-0,1511
"1240";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2012;"SDAX";0,5476;0,3174;0,2302;-0,0748;12,49;0,3968;0,0438;0,0048;0,0759;0,68;0,69;0,93;2;0,2566
"1241";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2013;"SDAX";0,3603;0;0,3603;-0,1796;12,29;0,0053;0,0534;0,0068;0,051;0,63;0,59;1,35;1,5;0,2331
"1242";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2014;"SDAX";0,2684;0,1039;0,1645;0,3423;12,58;0,006;0,0627;0,0094;0,1502;0,53;1,6;0,95;0,9;0,0516
"1243";"PATRIZIA IMMOBILIEN(XET)";NA;"Real Estate Hold, Dev";2015;"SDAX";0,547;0,0197;0,5273;0,3188;12,86;0,0031;0,0987;0,0043;0,1025;0,74;1,48;0,52;0,3;0,0986
"1244";"PUMA (XET)";"DE0006969603";"Footwear";2005;"MDAX";0,0359;0;0,0359;0,1615;14,39;0,0958;0,3216;0,0191;0,2864;0,7;0,88;1,17;1,6;0,253
"1245";"PUMA (XET)";NA;"Footwear";2006;"MDAX";0,0398;0;0,0398;0,3329;14,68;0,0939;0,2293;0,0232;0,2852;1,09;3,87;0,68;1,5;0,1916
"1246";"PUMA (XET)";NA;"Footwear";2007;"MDAX";0,0346;0;0,0346;0,0018;14,68;0,1091;0,2172;0,0258;0,2862;0,8;3,38;-0,06;2,3;0,2236
"1247";"PUMA (XET)";NA;"Footwear";2008;"MDAX";0,0276;1e-04;0,0276;0,0635;14,74;0,1348;0,1832;0,0309;0,2846;0,79;0,82;-0,65;2,6;-0,4072
"1248";"PUMA (XET)";NA;"Footwear";2009;"MDAX";0,0191;0;0,0191;-0,0252;14,72;0,1247;0,098;0,0347;0,3052;1;-5,57;1,99;0,3;0,1979
"1249";"PUMA (XET)";NA;"Footwear";2010;"MDAX";0,0191;0;0,0191;0,0998;14,81;0,1043;0,1354;0,0243;0,323;1,25;3,95;1,93;1,1;0,1606
"1250";"PUMA (XET)";NA;"Footwear";2011;"MDAX";0,0143;0;0,0143;0,1118;14,92;0,095;0,133;0,0232;0,2737;0,34;3,72;1,22;2,1;-0,1511
"1251";"PUMA (XET)";NA;"Footwear";2012;"MDAX";0,0186;0;0,0186;0,087;15;0,0954;0,0502;0,0251;0,272;0,64;0,69;0,93;2;0,2566
"1252";"PUMA (XET)";NA;"Footwear";2013;"SDAX";0,0136;0,0018;0,0118;-0,0873;14,91;0,0992;0,0282;0,025;0,5381;0,49;0,59;1,35;1,5;0,2331
"1253";"PUMA (XET)";NA;"Footwear";2014;"SDAX";0,0085;0;0,0085;-0,0045;14,9;0,0945;0,0555;0,0213;0,2812;0,69;1,6;0,95;0,9;0,0516
"1254";"PUMA (XET)";NA;"Footwear";2015;"SDAX";0,009;0,003;0,006;0,1398;15,04;0,0969;0,0414;0,024;0,2344;0,25;1,48;0,52;0,3;0,0986
"1255";"RHOEN-KLINIKUM (XET)";"DE0007042301";"Healthcare Providers";2005;"MDAX";0,3431;0,2293;0,1137;0,3551;14,16;0,6001;0,088;0,0356;0,2467;0,21;0,88;1,17;1,6;0,253
"1256";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2006;"MDAX";0,3111;0,2862;0,0249;0,3653;14,47;0,5738;0,0774;0,0365;0,1089;0,96;3,87;0,68;1,5;0,1916
"1257";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2007;"MDAX";0,3283;0,3176;0,0107;0,0475;14,52;0,5814;0,0809;0,0426;0,1544;0,78;3,38;-0,06;2,3;0,2236
"1258";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2008;"MDAX";0,3246;0,3009;0,0237;0,0521;14,57;0,6479;0,0819;0,0424;0,1157;0,63;0,82;-0,65;2,6;-0,4072
"1259";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2009;"MDAX";0,2957;0,2374;0,0583;0,0891;14,66;0,5597;0,0649;0,0356;0,1455;0,39;-5,57;1,99;0,3;0,1979
"1260";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2010;"MDAX";0,3162;0,2935;0,0227;0,0993;14,75;0,5977;0,0671;0,0357;0,1404;0,45;3,95;1,93;1,1;0,1606
"1261";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2011;"MDAX";0,3776;0,3137;0,0638;0,0309;14,78;0,5861;0,07;0,0445;0,1144;0,33;3,72;1,22;2,1;-0,1511
"1262";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2012;"MDAX";0,3265;0,243;0,0835;0,0897;14,87;0,6034;0,0494;0,0444;0,138;-0,06;0,69;0,93;2;0,2566
"1263";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2013;"MDAX";0,2621;0,2246;0,0376;0,052;14,92;0,2299;0,0511;0,0386;0,175;0,61;0,59;1,35;1,5;0,2331
"1264";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2014;"MDAX";0,0883;0,0855;0,0028;-0,4988;14,23;0,3676;0,7412;0,0368;0,0154;0,33;1,6;0,95;0,9;0,0516
"1265";"RHOEN-KLINIKUM (XET)";NA;"Healthcare Providers";2015;"MDAX";0,0994;0,0083;0,0911;-0,2664;13,92;0,4096;0,0596;0,0373;0,0293;0,28;1,48;0,52;0,3;0,0986
"1266";"SAF-HOLLAND (XET)";"LU0307018795";"Auto Parts";2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,88;1,17;1,6;0,253
"1267";"SAF-HOLLAND (XET)";NA;"Auto Parts";2006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,87;0,68;1,5;0,1916
"1268";"SAF-HOLLAND (XET)";NA;"Auto Parts";2007;NA;0,4937;0,4898;0,0039;NA;13,61;0,2029;0,0586;0,035;0;NA;3,38;-0,06;2,3;0,2236
"1269";"SAF-HOLLAND (XET)";NA;"Auto Parts";2008;NA;0,5988;0,001;0,5978;-0,0169;13,59;0,2259;-0,01;0,0383;0;1,55;0,82;-0,65;2,6;-0,4072
"1270";"SAF-HOLLAND (XET)";NA;"Auto Parts";2009;NA;0,7032;0,6902;0,013;-0,4747;12,95;0,2461;-0,0783;0,0513;0,2034;1,56;-5,57;1,99;0,3;0,1979
"1271";"SAF-HOLLAND (XET)";NA;"Auto Parts";2010;"SDAX";0,6656;0,6598;0,0059;0,5039;13,36;0,2163;0,0514;0,0479;0,1743;0,16;3,95;1,93;1,1;0,1606
"1272";"SAF-HOLLAND (XET)";NA;"Auto Parts";2011;"SDAX";0,3448;0,322;0,0228;0,3173;13,63;0,1984;0,0904;0,0402;0,0024;1,32;3,72;1,22;2,1;-0,1511
"1273";"SAF-HOLLAND (XET)";NA;"Auto Parts";2012;"SDAX";0,3204;0,3054;0,015;0,034;13,66;0,1969;0,0573;0,0417;0,298;1,94;0,69;0,93;2;0,2566
"1274";"SAF-HOLLAND (XET)";NA;"Auto Parts";2013;"SDAX";0,2952;0,2651;0,0301;-0,003;13,66;0,1992;0,0815;0,0354;0,172;1,23;0,59;1,35;1,5;0,2331
"1275";"SAF-HOLLAND (XET)";NA;"Auto Parts";2014;"SDAX";0,3029;0,2964;0,0065;0,1198;13,77;0,1931;0,0966;0,0325;0,2784;1,08;1,6;0,95;0,9;0,0516
"1276";"SAF-HOLLAND (XET)";NA;"Auto Parts";2015;"SDAX";0,4513;0,4461;0,0051;0,1053;13,87;0,1497;0,1015;0,0255;0,2992;1,05;1,48;0,52;0,3;0,0986
"1277";"SGL CARBON (XET)";"DE0007235301";"Industrial Machinery";2005;"MDAX";0,3244;0,3189;0,0055;0,154;13,88;0,3281;0,0863;0,0617;0,2099;1,39;0,88;1,17;1,6;0,253
"1278";"SGL CARBON (XET)";NA;"Industrial Machinery";2006;"MDAX";0,2795;0,2795;0;0,1141;13,99;0,3052;0,097;0,0467;0,3201;0,93;3,87;0,68;1,5;0,1916
"1279";"SGL CARBON (XET)";NA;"Industrial Machinery";2007;"MDAX";0,2572;0,2564;8e-04;0,153;14,13;0,32;0,1537;0,0351;0,2682;1,43;3,38;-0,06;2,3;0,2236
"1280";"SGL CARBON (XET)";NA;"Industrial Machinery";2008;"MDAX";0,2833;0,2533;0,03;0,1737;14,29;0,367;0,1658;0,0316;0,2389;1,36;0,82;-0,65;2,6;-0,4072
"1281";"SGL CARBON (XET)";NA;"Industrial Machinery";2009;"MDAX";0,3576;0,3492;0,0084;-0,2393;14,02;0,3478;0,006;0,033;0;1,5;-5,57;1,99;0,3;0,1979
"1282";"SGL CARBON (XET)";NA;"Industrial Machinery";2010;"MDAX";0,3223;0,3079;0,0144;0,1273;14,14;0,3703;0,0532;0,0323;0,2102;1,1;3,95;1,93;1,1;0,1606
"1283";"SGL CARBON (XET)";NA;"Industrial Machinery";2011;"MDAX";0,2616;0,2583;0,0034;0,1146;14,25;0,3902;0,0537;0,0324;0,1927;0,22;3,72;1,22;2,1;-0,1511
"1284";"SGL CARBON (XET)";NA;"Industrial Machinery";2012;"MDAX";0,3258;0,267;0,0588;0,1097;14,35;0,3807;0,0187;0,036;0,0481;0,38;0,69;0,93;2;0,2566
"1285";"SGL CARBON (XET)";NA;"Industrial Machinery";2013;"MDAX";0,3383;0,2659;0,0724;-0,1358;14,21;0,4115;-0,1232;0,0452;0;1,1;0,59;1,35;1,5;0,2331
"1286";"SGL CARBON (XET)";NA;"Industrial Machinery";2014;"SDAX";0,3355;0,2819;0,0536;-0,0957;14,1;0,4187;-0,0341;0,0426;0;1,17;1,6;0,95;0,9;0,0516
"1287";"SGL CARBON (XET)";NA;"Industrial Machinery";2015;"SDAX";0,4154;0,4139;0,0015;-0,0095;14,1;0,4328;-0,0773;0,0496;0;0,84;1,48;0,52;0,3;0,0986
"1288";"SIXT (XET)";"DE0007231326";"Specialty Retailers";2005;"SDAX";0,5538;0,3742;0,1796;-0,4146;14,11;0,426;0,0951;0,1903;0,2797;0,69;0,88;1,17;1,6;0,253
"1289";"SIXT (XET)";NA;"Specialty Retailers";2006;"SDAX";0,5125;0,285;0,2275;0,0933;14,2;0,3728;0,1041;0,1728;0,2959;1,04;3,87;0,68;1,5;0,1916
"1290";"SIXT (XET)";NA;"Specialty Retailers";2007;"SDAX";0,5577;0,3421;0,2156;0,0849;14,28;0,3879;0,0923;0,1632;0,2342;0,99;3,38;-0,06;2,3;0,2236
"1291";"SIXT (XET)";NA;"Specialty Retailers";2008;"SDAX";0,5867;0,319;0,2677;0,1246;14,4;0,3859;0,0609;0,1695;0,169;0,76;0,82;-0,65;2,6;-0,4072
"1292";"SIXT (XET)";NA;"Specialty Retailers";2009;"SDAX";0,6169;0,4444;0,1724;-0,0965;14,3;0,4245;0,0318;0,1942;0,0715;1,31;-5,57;1,99;0,3;0,1979
"1293";"SIXT (XET)";NA;"Specialty Retailers";2010;"SDAX";0,5812;0,4924;0,0888;-0,037;14,26;0,3443;0,0715;0,1473;0,1988;1,03;3,95;1,93;1,1;0,1606
"1294";"SIXT (XET)";NA;"Specialty Retailers";2011;"SDAX";0,535;0,2298;0,3052;0,0232;14,28;0,3118;0,0831;0,1323;0,2153;0,96;3,72;1,22;2,1;-0,1511
"1295";"SIXT (XET)";NA;"Specialty Retailers";2012;"SDAX";0,4851;0,3765;0,1087;0,0213;14,31;0,3664;0,0792;0,1442;0,2303;0,95;0,69;0,93;2;0,2566
"1296";"SIXT (XET)";NA;"Specialty Retailers";2013;"SDAX";0,4744;0,3622;0,1122;0,0195;14,33;0,3523;0,0747;0,1351;0,2421;0,54;0,59;1,35;1,5;0,2331
"1297";"SIXT (XET)";NA;"Specialty Retailers";2014;"SDAX";0,4977;0,3948;0,1029;0,0791;14,4;0,3445;0,0695;0,1236;0,2409;1,36;1,6;0,95;0,9;0,0516
"1298";"SIXT (XET)";NA;"Specialty Retailers";2015;"SDAX";0,4244;0,252;0,1724;0,2133;14,59;0,307;0,0617;0,1138;0,2532;0,66;1,48;0,52;0,3;0,0986
"1299";"TAKKT (XET)";"DE0007446007";"Specialty Retailers";2005;"SDAX";0,3279;0,3032;0,0246;0,0627;13,56;0,1375;0,1786;0,0192;0,3203;0,48;0,88;1,17;1,6;0,253
"1300";"TAKKT (XET)";NA;"Specialty Retailers";2006;"SDAX";0,2976;0,244;0,0535;0,2396;13,77;0,1137;0,1847;0,0253;0,2903;0,55;3,87;0,68;1,5;0,1916
"1301";"TAKKT (XET)";NA;"Specialty Retailers";2007;"SDAX";0,168;0,1339;0,0341;0,0289;13,8;0,1718;0,2299;0,0289;0,2947;0,74;3,38;-0,06;2,3;0,2236
"1302";"TAKKT (XET)";NA;"Specialty Retailers";2008;"SDAX";0,1522;0,0905;0,0617;-0,0548;13,75;0,1985;0,217;0,0289;0,3101;0,41;0,82;-0,65;2,6;-0,4072
"1303";"TAKKT (XET)";NA;"Specialty Retailers";2009;"SDAX";0,346;0,293;0,053;-0,2153;13,5;0,1878;0,0913;0,0362;0,2996;0,75;-5,57;1,99;0,3;0,1979
"1304";"TAKKT (XET)";NA;"Specialty Retailers";2010;"SDAX";0,2665;0,2053;0,0612;0,0958;13,59;0,1801;0,125;0,0362;0,3646;0,32;3,95;1,93;1,1;0,1606
"1305";"TAKKT (XET)";NA;"Specialty Retailers";2011;"SDAX";0,176;0,1199;0,0561;0,0632;13,66;0,1713;0,1894;0,0301;0,2869;0,36;3,72;1,22;2,1;-0,1511
"1306";"TAKKT (XET)";NA;"Specialty Retailers";2012;"SDAX";0,3805;0,3469;0,0336;0,1029;13,75;0,1421;0,1273;0,0255;0,2985;0,73;0,69;0,93;2;0,2566
"1307";"TAKKT (XET)";NA;"Specialty Retailers";2013;"SDAX";0,3286;0,2982;0,0304;0,0134;13,77;0,1354;0,112;0,0314;0,302;0,21;0,59;1,35;1,5;0,2331
"1308";"TAKKT (XET)";NA;"Specialty Retailers";2014;"SDAX";0,2516;0,1423;0,1093;0,0292;13,8;0,1274;0,1241;0,0301;0,3081;0,71;1,6;0,95;0,9;0,0516
"1309";"TAKKT (XET)";NA;"Specialty Retailers";2015;"SDAX";0,257;0,1805;0,0765;0,0851;13,88;0,1131;0,1329;0,0291;0,3041;0,07;1,48;0,52;0,3;0,0986
"1310";"VOSSLOH (XET)";"DE0007667107";"Industrial Machinery";2005;"MDAX";0,2596;0,2031;0,0565;0,0805;13,81;0,1036;0,087;0,0225;0,2673;0,2;0,88;1,17;1,6;0,253
"1311";"VOSSLOH (XET)";NA;"Industrial Machinery";2006;"MDAX";0,1992;0,1658;0,0334;0,0189;13,83;0,0827;0,0735;0,0212;0,2632;0,26;3,87;0,68;1,5;0,1916
"1312";"VOSSLOH (XET)";NA;"Industrial Machinery";2007;"MDAX";0,1744;0,1405;0,0339;0,2137;14,02;0,1072;0,0979;0,0221;0,2912;1,13;3,38;-0,06;2,3;0,2236
"1313";"VOSSLOH (XET)";NA;"Industrial Machinery";2008;"MDAX";0,1616;0,1317;0,0299;-0,0157;14,01;0,0825;0,1136;0,0206;0,1942;0,89;0,82;-0,65;2,6;-0,4072
"1314";"VOSSLOH (XET)";NA;"Industrial Machinery";2009;"MDAX";0,1737;0,1284;0,0453;-0,0322;13,98;0,093;0,1157;0,0187;0,2102;0,52;-5,57;1,99;0,3;0,1979
"1315";"VOSSLOH (XET)";NA;"Industrial Machinery";2010;"MDAX";0,1547;0,1364;0,0182;0,1513;14,12;0,1182;0,1194;0,0286;0,2115;0,9;3,95;1,93;1,1;0,1606
"1316";"VOSSLOH (XET)";NA;"Industrial Machinery";2011;"MDAX";0,2225;0,1293;0,0932;-0,114;14;0,1297;0,0752;0,0258;0,2149;0,55;3,72;1,22;2,1;-0,1511
"1317";"VOSSLOH (XET)";NA;"Industrial Machinery";2012;"MDAX";0,184;0,1256;0,0584;0,0383;14,03;0,1401;0,0702;0,0281;0,2014;0,51;0,69;0,93;2;0,2566
"1318";"VOSSLOH (XET)";NA;"Industrial Machinery";2013;"SDAX";0,1244;0,0333;0,0911;0,0629;14,09;0,1639;0,0367;0,0273;0,1958;0,54;0,59;1,35;1,5;0,2331
"1319";"VOSSLOH (XET)";NA;"Industrial Machinery";2014;"SDAX";0,212;0,0319;0,1801;0,002;14,1;0,1461;-0,1078;0,0478;0;0,7;1,6;0,95;0,9;0,0516
"1320";"VOSSLOH (XET)";NA;"Industrial Machinery";2015;"SDAX";0,2243;0,1868;0,0375;-0,0931;14;0,159;0,0305;0,0335;0,4879;0,42;1,48;0,52;0,3;0,0986
"1321";"VTG (XET)";"DE000VTG9999";"Railroads";2005;NA;0,158;0,1255;0,0325;-0,1974;12,98;0,6364;0,0473;0,066;0,3208;NA;0,88;1,17;1,6;0,253
"1322";"VTG (XET)";NA;"Railroads";2006;NA;0,5677;0,4349;0,1328;0,1915;13,16;0,6083;0,0539;0,0581;0,1436;NA;3,87;0,68;1,5;0,1916
"1323";"VTG (XET)";NA;"Railroads";2007;NA;0,4499;0,4186;0,0313;0,0441;13,2;0,6323;0,061;0,0587;0;NA;3,38;-0,06;2,3;0,2236
"1324";"VTG (XET)";NA;"Railroads";2008;"SDAX";0,4336;0,4099;0,0237;0,1242;13,32;0,6655;0,0663;0,0647;0,188;0,74;0,82;-0,65;2,6;-0,4072
"1325";"VTG (XET)";NA;"Railroads";2009;"SDAX";0,4425;0,4179;0,0246;-0,0446;13,27;0,6832;0,0474;0,0651;0,2155;0,36;-5,57;1,99;0,3;0,1979
"1326";"VTG (XET)";NA;"Railroads";2010;"SDAX";0,4368;0,3979;0,0389;0,0825;13,35;0,6816;0,0379;0,0686;0,2371;0,51;3,95;1,93;1,1;0,1606
